Latitude,Longitude,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2
23.9825,88.62861,8.3,567,1,262,43,25,12,0.06506720039,215,70,10,28,21,0.5,368,0
23.35361,88.61194,8.3,1494,1,250,298,182,0.01,0.06506720039,380,52,61,188,5,0.58,939,0
23.41472,88.71972,8.3,393,1,177,43,1,2,0.06506720039,175,44,16,14,3,0.23,230,0
23.945,88.61556,7.4,1696,1,220,404,146,0.01,0.06506720039,435,72,62,188,7,0.19,1014,0
23.41889,88.53917,8.2,456,1,226,35,9,5,0.06506720039,220,48,24,12,4,0.53,275,0
23.50694,88.52944,8.2,523,1,244,53,6,2,0.06506720039,205,46,22,30,5,0.1,313,0
23.33306,88.64472,8.3,476,1,220,43,0.1,1,0.06506720039,210,26,35,18,4,0.1,261,0
23.43167,88.51278,7.5,497,1,226,46,2,0.01,0.06506720039,230,52,24,13,4,0.05,279,0
23.43917,88.46333,8.4,1129,15,226,128,61,172,0.06506720039,330,100,19,103,5,0.1,734,0
23.49944,88.45833,8,525,1,195,78,0.1,1,0.06506720039,230,56,22,13,4,0.05,292,0
23.34972,88.51806,8.2,458,1,183,57,0.1,6,0.06506720039,205,48,21,16,5,0.11,264,0
23.42694,88.65083,8.2,391,1,171,39,0.1,4,0.06506720039,185,34,24,10,3,0.1,220,0
23.45889,88.41861,8.1,537,1,250,46,0.1,2,0.06506720039,185,24,30,43,5,0.13,303,0
23.41583,88.38472,8.4,1166,15,336,142,100,0.01,0.06506720039,295,32,52,148,3,0.07,690,0
23.33906,88.65321,8.3,878,1,201,149,68,30,0.06506720039,305,46,46,65,10,0.27,536,0
23.24417,88.69139,8.2,512,1,232,57,0.1,2,0.06506720039,240,62,21,9,3,0.15,295,0
23.23361,88.65806,8.3,459,1,244,32,0.1,3,0.06506720039,225,66,15,11,2,0.12,278,0
22.7261,88.7881,8.2,655,1,244,85,1,18,0.06506720039,215,14,44,57,4,0.05,372,0
22.8211,88.7925,8.3,638,1,342,35,0.1,4,0.06506720039,225,32,35,39,4,0.16,358,0
22.8392,88.7689,8.3,517,1,207,43,35,0.01,0.06506720039,230,50,26,21,2,0.13,303,0
22.735,88.7436,8.2,665,1,311,64,0.1,2,0.06506720039,235,12,50,50,4,0.11,371,0
24.1678,88.8125,8.4,806,33,384,25,0.1,6,0.06506720039,145,18,24,131,3,0.07,461,0
23.1519,88.8181,8.3,474,1,232,39,1,0.01,0.06506720039,180,22,30,31,5,0.08,270,0
22.7031,88.5864,8.2,584,1,305,32,0.1,2,0.06506720039,185,20,33,45,4,0.24,322,0
22.7108,88.5372,8.3,542,1,293,28,1,0.01,0.06506720039,190,24,32,45,4,0.42,313,0
22.6722,88.5792,8.1,522,1,268,35,10,5,0.06506720039,220,42,28,25,3,0.07,313,0
22.6942,88.4922,8.2,603,1,293,43,7,0.01,0.06506720039,240,32,39,31,3,0.14,334,0
22.9164,88.4472,8.2,2531,1,317,479,342,7,0.06506720039,685,224,30,295,12,0.14,1582,0
22.8808,88.4592,8.2,511,1,262,35,0.1,6,0.06506720039,230,32,36,18,4,0.23,293,0
22.5214,88.6883,8.2,655,1,287,67,0.1,4,0.06506720039,200,22,35,63,5,0.18,372,0
23.0533,88.8319,7.8,1402,1,409,241,0.1,8,0.06506720039,245,18,49,214,7,0.11,786,0
23.06,88.7594,8.3,766,1,342,60,4,8,0.06506720039,340,90,28,15,6,0.11,419,0
23.065,88.7753,8.2,515,1,262,35,0.1,5,0.06506720039,230,60,19,17,3,0.08,299,0
23.0158,88.8406,8.3,435,1,238,21,0.1,5,0.06506720039,180,24,29,23,4,0.09,251,0
23.0703,88.7489,8.3,361,1,195,14,0.1,2,0.06506720039,145,30,17,14,4,0.13,201,0
22.9444,88.8436,8.4,544,21,244,35,0.1,3,0.06506720039,175,14,34,45,4,0.29,297,0
22.7958,88.5597,8.2,579,1,299,35,0.1,0.01,0.06506720039,185,34,24,49,2,0.07,327,0
22.8092,88.5961,8.2,554,1,287,35,1,2,0.06506720039,230,28,39,24,4,0.23,311,0
22.8847,88.6078,8.4,620,30,293,32,0.1,2,0.06506720039,170,18,30,75,3,0.21,357,0
22.5614,88.8403,8.2,2572,1,744,422,1,11,0.06506720039,280,34,47,468,5,0.13,1474,0
22.6362,88.471,8.1,1598,1,561,163,62,16,0.06506720039,395,82,46,163,32,0.2,906,0
22.4503,88.8528,8.2,1249,1,482,152,2,10,0.06506720039,215,34,32,179,7,0.14,710,0
22.4981,88.8372,8.3,885,1,415,74,0.1,15,0.06506720039,170,22,28,118,5,0.09,515,0
22.9003,88.7014,8.2,618,1,293,39,0.1,2,0.06506720039,170,48,12,64,4,0.25,348,0
23.58151,87.18303,8.4,1019,42,232,117,58,0.01,0.06506720039,370,66,50,55,6,0.3,652,0
23.58272,87.19297,8,554,1,122,92,34,0.01,0.06506720039,175,30,20,63,0,0.13,354,0
23.58153,87.21707,8.1,280,1,488,85,23,1,0.06506720039,150,32,17,144,28,0.33,179,0
23.59588,87.16352,7.9,450,1,67,71,70,0.01,0.06506720039,210,26,35,27,1,0.15,288,0
23.66368,87.23866,7.9,711,1,317,184,4,0.01,0.06506720039,300,61,20,75,28,0.19,455,0
23.61544,87.21775,8.2,1732,1,488,135,0.1,0.01,0.06506720039,480,88,21,74,4,0.01,1108,0
23.5859,87.19745,8.1,1992,1,195,322,154,0.01,0.06506720039,730,100,117,67,18,0.27,1275,0
23.68487,86.97736,8.3,1409,54,262,44,36,0.01,0.06506720039,340,58,47,25,6,0.14,902,0
23.7072,86.97787,7.8,327,1,49,82,22,0.01,0.06506720039,160,32,19,29,0,1.7,209,0
23.66162,86.93663,8.2,1003,1,409,107,120,1,0.06506720039,385,40,69,67,4,0.26,642,0
23.72742,86.94761,8.4,283,120,43,28,37,0.01,0.06506720039,145,30,17,71,18,0.16,181,0
23.52182,87.37096,8,300,1,214,124,12,0.01,0.06506720039,225,36,30,46,10,0.19,192,0
23.57129,87.23595,8.2,948,1,171,195,23,0.01,0.06506720039,350,40,61,56,3,0.21,607,0
23.55262,87.27193,8.4,545,48,470,25,0.1,1,0.06506720039,230,32,36,69,16,0.28,349,0
23.56684,87.24015,7.7,2108,1,55,236,15,0.01,0.06506720039,210,26,35,60,0,0.14,1349,0
23.57335,87.23072,8.1,863,1,98,126,87,0.01,0.06506720039,325,38,56,35,3,0.1,552,0
23.57558,87.28775,8,884,1,470,85,18,0.01,0.06506720039,315,26,61,67,104,0.54,565,0
23.59066,87.28504,8,537,1,67,126,39,0.01,0.06506720039,265,24,50,27,1,2,344,0
23.69881,87.07916,8.3,997,18,104,158,65,2,0.06506720039,360,52,56,18,17,0.12,638,0
23.67759,87.17417,8.1,709,1,195,67,97,0.01,0.06506720039,325,34,58,28,18,0.48,454,0
23.68747,87.08444,8.4,892,30,397,36,56,8,0.06506720039,325,26,63,37,8,1.09,571,0
23.7119,87.27671,8.4,897,54,659,50,5,0.01,0.06506720039,345,38,61,95,22,0.97,574,0
23.71118,87.26693,8.2,543,1,207,191,2,3,0.06506720039,245,28,42,39,54,0.1,347,0
23.65703,87.0795,8.3,686,72,140,85,89,12,0.06506720039,385,60,57,50,0,0.05,439,0
23.52031,87.45396,7.8,717,1,226,117,53,0.01,0.06506720039,325,40,55,56,4,0.56,459,0
23.47827,87.45122,7.7,432,1,220,117,4,0.01,0.06506720039,165,30,22,67,3,0.2,277,0
23.48984,87.45765,7.5,81,1,79,71,9,12,0.06506720039,85,22,7,35,22,0.16,52,0
23.54357,87.40667,7.9,580,1,55,191,86,8,0.06506720039,290,44,44,65,4,0.12,371,0
23.74201,86.81497,8.3,977,42,250,35,24,0.01,0.06506720039,165,22,26,91,13,1.17,625,0
23.74498,86.81465,8.3,89,1,55,93,30,0.01,0.06506720039,75,6,20,36,0,0.11,57,0
23.72012,86.86961,8.4,175,18,256,8,0.1,7,0.06506720039,140,20,22,55,14,0.41,112,0
23.73263,86.83334,8.2,231,1,183,35,5,0.01,0.06506720039,90,10,20,40,1,0.22,148,0
23.61363,87.11352,7.9,283,1,61,195,9,1,0.06506720039,165,30,22,35,58,0.16,181,0
23.83178,86.90354,8.4,387,54,427,36,2,0.01,0.06506720039,185,24,30,95,8,0.91,248,0
23.84631,86.90287,7.5,534,1,244,117,3,0.01,0.06506720039,140,4,50,52,2,0.17,342,0
23.78134,86.86868,8,639,1,220,188,15,0.01,0.06506720039,265,24,50,64,12,0.73,409,0
23.7768,86.82923,8.3,188,24,195,95,42,0.01,0.06506720039,85,36,1,92,32,0.7,120,0
23.76188,86.87584,8.3,794,12,287,43,0.1,0.01,0.06506720039,120,36,7,87,34,0.76,508,0
22.50361,86.99278,7.6,892,1,287,99,60,1,0.06506720039,300,38,50,66,59,0.16,571,0
22.61111,86.79333,7.9,95,1,61,25,4,0.01,0.06506720039,80,14,11,3,1,0.07,61,0
22.71111,87.61694,7.8,453,1,201,53,2,1,0.06506720039,130,24,17,56,2,0.17,290,0
21.86278,87.25528,7.6,549,1,189,89,15,1,0.06506720039,310,40,51,16,1,0.15,352,0
22.45861,87.75167,7.7,503,1,397,35,19,1,0.06506720039,190,24,32,73,3,0.4,322,0
22.55306,87.77028,7.9,623,1,384,53,11,0.01,0.06506720039,180,26,28,100,3,0.4,399,0
22.36222,87.55667,7.6,627,1,275,85,21,1,0.06506720039,330,32,61,22,1,0.21,401,0
22.43167,87.56917,7.9,546,1,317,53,5,1,0.06506720039,245,30,41,44,1,0.36,349,0
22.73417,87.33972,7.8,618,1,79,131,4,1,0.06506720039,50,30,6,55,12,0.08,396,0
22.79083,87.43139,7.7,517,1,165,85,37,1,0.06506720039,220,32,34,37,17,0.15,331,0
22.73528,87.45111,8.3,81,1,55,25,3,1,0.06506720039,80,18,8,5,1,0.11,52,0
22.21028,86.895,7.9,393,1,238,28,22,1,0.06506720039,205,26,34,26,7,0.19,251,0
22.515,86.84333,7.7,755,1,207,85,72,1,0.06506720039,100,26,8,111,26,1.7,483,0
22.52556,86.87361,7.9,90,1,67,32,3,1,0.06506720039,100,18,13,6,1,0.07,58,0
22.3825,86.86833,7.7,184,1,79,21,6,1,0.06506720039,105,20,13,9,0,0.1,118,0
22.49,87.08611,8.1,150,1,85,82,18,1,0.06506720039,220,22,40,6,1,0.31,96,0
22.47139,87.01778,7.6,452,1,275,35,42,1,0.06506720039,250,28,44,20,2,0.17,289,0
22.17,87.24806,8.1,63,1,79,25,0.1,1,0.06506720039,75,12,11,4,1,0.07,40,0
22.1275,87.23056,8,205,1,116,35,10,1,0.06506720039,140,20,22,12,2,0.12,131,0
22.21,87.25944,7.8,470,1,183,82,35,1,0.06506720039,170,24,27,60,3,0.19,301,0
22.16306,87.21139,8,81,1,67,35,3,0.01,0.06506720039,80,20,7,10,1,0.07,52,0
22.3125,87.14861,8.1,367,1,67,57,26,0.01,0.06506720039,120,24,15,13,7,0.95,235,0
22.26583,87.28139,8,216,1,92,39,2,1,0.06506720039,90,22,8,10,2,0.07,138,0
22.33972,87.18,8,131,1,61,60,6,1,0.06506720039,115,12,21,11,1,0.14,84,0
22.33306,87.33722,7.7,663,1,287,89,35,1,0.06506720039,295,44,45,45,23,0.24,424,0
22.46806,87.14111,7.4,536,1,153,21,28,0.01,0.06506720039,95,28,6,34,42,0.12,343,0
22.48944,87.09639,7.8,431,1,189,64,23,1,0.06506720039,235,32,38,22,2,0.19,276,0
22.43389,87.19861,7.5,715,1,323,106,31,1,0.06506720039,195,28,30,103,1,0.19,458,0
22.84306,87.42167,7.8,309,1,183,28,26,1,0.06506720039,190,30,28,19,1,0.25,198,0
22.87306,87.42528,7.9,336,1,232,25,6,1,0.06506720039,205,42,24,18,2,0.27,215,0
22.12194,87.36972,7.9,340,1,207,35,33,1,0.06506720039,205,28,33,16,2,0.12,218,0
22.21611,87.39083,7.7,489,1,244,39,35,1,0.06506720039,255,34,41,23,5,0.28,313,0
22.00444,87.30583,7.8,350,1,244,25,2,1,0.06506720039,195,24,33,14,3,0.21,224,0
22.27389,87.14861,8.1,101,1,61,32,11,1,0.06506720039,100,6,21,9,1,0.12,64,0
22.22389,87.56333,7.6,846,1,329,142,5,1,0.06506720039,240,42,33,114,1,0.26,542,0
22.51167,87.32472,7.9,204,1,61,67,1,1,0.06506720039,100,22,11,15,5,0.06,130,0
22.53806,87.32833,8.3,66,1,43,89,53,1,0.06506720039,225,12,47,4,1,0.12,42,0
23.48543,87.64279,8.3,960,30,104,118,84,0.01,0.06506720039,245,30,41,96,0,0.39,614,0
23.56741,87.60265,8.1,297,1,250,39,1,0.01,0.06506720039,100,22,11,71,30,1.2,190,0
23.76772,86.9449,8.1,1055,1,67,144,85,0.01,0.06506720039,380,30,74,14,0,0.25,675,0
23.20427,87.92934,8.2,253,1,348,36,0.1,20,0.06506720039,135,24,18,66,8,0.08,162,0
23.23293,87.86533,8.4,1440,72,342,113,51,0.01,0.06506720039,415,66,61,57,18,0.19,922,0
23.35063,88.02759,8.1,129,1,122,99,5,0.01,0.06506720039,235,44,22,17,0,0.1,82,0
23.30352,87.88717,7.7,423,1,104,144,10,0.01,0.06506720039,275,36,45,25,0,0.12,270,0
23.53862,87.46975,7.8,569,1,275,71,6,0.01,0.06506720039,275,52,24,30,2,0.12,364,0
23.04351,87.98536,7.8,371,1,305,21,7,0.01,0.06506720039,175,23,32,39,0,0.19,237,0
23.46095,87.93961,8.2,474,1,73,126,61,1,0.06506720039,265,40,40,36,2,0.78,303,0
23.44086,87.77079,8.4,285,42,170,36,0.1,0.01,0.06506720039,160,40,15,56,14,0.22,182,0
23.3484,87.51049,8.1,381,1,134,99,42,0.01,0.06506720039,265,36,42,43,1,0.15,244,0
23.37922,87.60698,7.9,349,1,195,113,4,0.01,0.06506720039,175,32,18,62,2,0.11,224,0
23.36618,87.60112,8.1,400,1,275,89,95,4,0.06506720039,245,30,41,76,24,0.31,256,0
23.31058,87.57879,8.1,490,1,128,135,45,0.01,0.06506720039,295,46,44,17,50,0.54,314,0
23.3859,87.59087,7.9,433,1,171,99,25,0.01,0.06506720039,210,39,20,46,6,0.21,277,0
23.28846,87.57174,8,299,1,244,142,6,0.01,0.06506720039,150,23,22,83,30,0.26,191,0
23.09095,88.09896,8.3,1096,48,323,96,59,0.01,0.06506720039,330,32,61,64,59,0.27,701,0
23.1474,88.00318,8.2,1663,1,61,126,62,3,0.06506720039,445,32,31,43,19,0.41,1064,0
23.23865,87.95835,7.9,1501,1,67,195,1,0.01,0.06506720039,265,56,30,48,22,0.11,961,0
23.26832,88.32452,7.6,1702,1,232,135,36,0.01,0.06506720039,400,76,34,69,18,0.28,1089,0
23.20461,88.37803,8,1051,1,372,43,9,0.01,0.06506720039,175,30,20,76,7,0.22,673,0
23.16719,88.20724,8.3,285,12,55,158,17,0.01,0.06506720039,200,22,35,28,18,0.04,183,0
23.5441,88.14992,8.3,273,42,201,43,27,0.01,0.06506720039,155,28,21,89,10,0.24,175,0
23.75369,88.02495,7.4,436,1,140,135,40,1,0.06506720039,230,28,39,67,32,0.65,279,0
23.13671,87.73035,7.4,324,1,104,100,60,1,0.06506720039,225,32,35,20,39,0.25,207,0
23.54069,88.00351,8.3,449,18,24,158,9,0.01,0.06506720039,200,34,28,28,27,0.3,287,0
23.18522,88.09082,8.3,312,42,214,32,0.1,0.01,0.06506720039,165,22,27,44,30,0.1,200,0
23.42898,88.29069,8.3,405,48,287,28,9,3,0.06506720039,220,36,32,27,30,0.02,259,0
23.4666,88.34432,8.2,395,1,92,86,66,1,0.06506720039,250,28,44,14,2,0.35,253,0
23.36411,88.06869,8.3,303,78,165,99,6,1,0.06506720039,180,22,30,68,20,0.27,194,0
23.4036,88.34775,7.6,409,1,183,96,9,0.01,0.06506720039,250,28,44,10,2,0.14,262,0
23.01485,87.82291,8,341,1,116,106,23,1,0.06506720039,255,30,44,29,1,0.18,218,0
21.22833,87.93444,7.8,1031,1,366,191,1,1,0.06506720039,230,18,45,117,20,0.28,660,0
22.03056,87.3875,7.9,618,1,250,160,19,1,0.06506720039,385,28,76,18,4,0.34,395,0
22.42056,87.78528,7.7,1214,1,531,39,6,2,0.06506720039,80,32,2,135,58,0.48,777,0
22.44361,87.87556,7.6,1398,1,488,106,67,1,0.06506720039,340,40,58,114,34,0.69,895,0
22.97361,87.58944,7.9,505,1,323,35,6,1,0.06506720039,265,30,46,54,2,0.4,323,0
21.67056,87.70667,7.9,620,1,329,60,21,1,0.06506720039,270,22,52,74,4,0.2,397,0
23.195,86.06806,8.3,1108,1,171,213,71,34,0.06506720039,372,18,80,71,22,0.22,612,0
23.23639,85.985,7.5,252,1,129,18,0.1,5,0.06506720039,106,16,16,11,2,1.18,148,0
23.13056,86.24556,8,400,1,171,40,0.1,0.01,0.06506720039,161,34,19,21,2,0.52,220,0
23.16,86.32,7.7,762,1,179,104,68,26,0.06506720039,217,13,45,68,16,0.7,451,0
23.28611,86.72306,7.9,1383,1,226,351,49,22,0.06506720039,641,21,143,56,3,0.25,782,0
23.29861,86.6625,8.3,611,1,297,52,0.1,10,0.06506720039,236,53,25,42,2,0.35,366,0
23.29428,86.63072,7.8,1563,1,561,156,54,35,0.06506720039,469,15,105,121,41,0.13,870,0
23.26889,86.55611,7.9,1923,1,484,338,58,52,0.06506720039,713,19,162,119,20,0.22,1063,0
23.28056,86.76111,8.2,376,1,97,53,21,19,0.06506720039,121,7,25,33,5,0.15,222,0
23.41,86.2,8.1,373,1,134,30,36,0.01,0.06506720039,118,10,23,38,0,0.31,219,0
23.36528,85.97556,8,1284,1,149,312,0.1,93,0.06506720039,490,16,110,75,5,0.18,702,0
23.4175,86.14167,7.9,468,1,65,97,37,4,0.06506720039,162,6,36,37,2,0.13,259,0
23.42389,86.66639,7.8,1249,1,283,164,96,62,0.06506720039,427,20,91,72,19,0.17,696,0
23.13719,86.58536,8,519,1,146,78,17,20,0.06506720039,196,15,38,34,2,0.65,295,0
23.06,86.65,7.8,868,1,275,129,19,0.01,0.06506720039,163,18,29,113,1,0.3,476,0
23.12194,86.60972,8,817,1,226,97,44,35,0.06506720039,247,26,45,54,27,0.44,450,0
24.01889,87.2925,7.7,699,1,126,92,50,38,0.06506720039,157,24,24,55,39,0.18,399,0
23.66222,86.82472,8.2,712,1,230,61,40,33,0.06506720039,257,23,49,47,3,0.42,397,0
23.49139,86.56472,8,588,1,149,79,34,20,0.06506720039,165,7,36,55,1,0.06,322,0
23.54417,86.54917,8.3,1830,1,459,225,211,0.01,0.06506720039,578,86,88,148,15,0.53,1054,0
23.19889,86.66667,7.6,1937,1,165,410,80,190,0.06506720039,795,28,176,70,4,0.34,1060,0
23.19306,86.51833,8,448,1,172,60,9,0.01,0.06506720039,108,11,19,59,7,0.17,271,0
23.16389,86.65528,7.9,173,1,89,12,0.1,0.01,0.06506720039,61,16,5,14,1,0.2,102,0
23.21133,86.48728,7.8,706,1,151,132,25,38,0.06506720039,215,10,46,60,3,0.45,407,0
23.33333,86.3775,8.3,861,1,207,141,39,13,0.06506720039,243,22,46,83,2,0.28,472,0
23.39361,86.27528,8,1553,1,298,346,13,32,0.06506720039,438,14,98,132,38,0.13,856,0
23.26639,86.32278,8,703,1,99,143,41,30,0.06506720039,279,15,58,40,3,0.2,391,0
23.37722,86.40556,7.9,2233,1,213,439,31,275,0.06506720039,773,74,143,128,8,0.77,1230,0
23.96694,87.01833,7.8,721,1,143,116,65,5,0.06506720039,202,7,45,69,1,0.4,395,0
22.60833,88.79989,8,731,1,366,50,24,2,0.06506720039,180,34,23,78,4,0.83,468,0
22.403,88.5,7.8,1701,1,244,411,24,2,0.06506720039,375,78,44,188,4,0.75,1089,0
22.368,88.401,7.9,824,1,342,89,23,1,0.06506720039,210,24,36,96,6,0.1,527,0
22.34259,88.45625,8.1,848,1,415,57,22,0.01,0.06506720039,170,24,27,117,6,0.46,543,0
22.344,88.571,8,2370,1,342,355,59,4,0.06506720039,265,36,42,208,7,2.3,1517,0
22.34506,88.44271,8.1,993,1,470,21,31,3,0.06506720039,155,26,22,111,4,0.67,635,0
22.27,88.445,7.7,948,1,390,131,18,3,0.06506720039,230,24,41,99,6,3.8,606,0
22.3671,88.3824,8,992,1,317,149,31,1,0.06506720039,170,32,22,114,5,0.47,635,0
22.18611,88.71639,8.2,865,1,500,106,90,4,0.06506720039,205,16,40,211,5,0.7,554,0
22.18972,88.71444,8.3,856,1,543,71,10,0.01,0.06506720039,155,18,27,208,5,0.78,548,0
22.20167,89.11694,8.2,885,1,512,74,144,1,0.06506720039,180,38,21,208,5,0.69,567,0
22.27333,88.6875,7.9,2034,1,421,521,31,7,0.06506720039,405,60,62,333,9,0.34,1302,0
22.28306,88.74556,8.1,1809,1,476,390,0.1,6,0.06506720039,200,16,39,348,5,0.33,1158,0
22.29306,88.69139,8.2,1012,1,427,149,0.1,5,0.06506720039,250,34,40,156,1,0.39,648,0
22.512,88.648,8.3,1422,1,519,223,108,3,0.06506720039,530,66,89,165,8,0.48,910,0
22.567,88.593,8.2,456,1,366,35,0.1,0.01,0.06506720039,275,74,22,26,1,1.2,292,0
22.52543,88.6082,8.1,920,1,305,213,0.1,0.01,0.06506720039,310,60,39,104,3,0.26,589,0
22.22749,88.44459,8.1,1022,1,390,117,38,3,0.06506720039,170,20,29,153,5,0.84,654,0
22.35,88.23,8,2414,1,561,521,0.1,5,0.06506720039,230,26,40,359,20,0.36,1545,0
22.444,88.701,8.7,1865,90,305,408,4,6,0.06506720039,260,34,42,341,27,0.33,1194,0
22.271,88.218,7.9,2232,1,433,355,185,6,0.06506720039,285,34,49,335,9,1.2,1428,0
22.30222,88.10583,8.2,983,1,354,149,24,2,0.06506720039,110,22,13,195,9,0.29,629,0
22.171,88.422,8.1,991,1,451,142,1,6,0.06506720039,185,34,24,173,6,0.46,634,0
22.16778,88.41278,8.6,936,90,336,124,0.1,5,0.06506720039,190,36,24,195,6,0.56,599,0
21.88,88.19083,8.1,1233,1,397,266,0.1,4,0.06506720039,255,40,38,228,6,0.5,789,0
21.99655,88.44009,8.2,1095,1,500,142,23,2,0.06506720039,100,42,1,231,3,0.49,701,0
22.044,88.408,8.7,1547,102,275,294,1,7,0.06506720039,210,22,38,316,7,0.48,990,0
22.037,88.427,8.1,1152,1,476,181,1,6,0.06506720039,160,42,13,229,6,0.9,737,0
21.56056,88.26667,8.3,1058,1,610,99,0.1,6,0.06506720039,75,16,8,264,17,0.93,677,0
21.78111,88.23778,8.2,896,1,439,121,52,4,0.06506720039,155,26,22,228,5,0.12,574,0
21.67139,88.25139,8.2,930,1,531,92,0.1,4,0.06506720039,155,16,28,229,4,2.5,595,0
21.75523,88.31352,8.8,1545,108,256,202,1,5,0.06506720039,230,14,47,272,6,2,989,0
21.85,88.16,8.2,732,1,378,96,0.1,2,0.06506720039,185,24,30,147,4,0.41,468,0
22.427,88.407,8.5,795,96,250,106,43,4,0.06506720039,365,62,51,97,4,0.54,509,0
25.6421,88.3861,7.8,173,1,48,15,26,2,0.06506720039,52,10,7,14,4,0.07,108,0
20.85,79.33333333,7.7,417,0,159,46,14,8,0.06506720039,175,34,22,17,5,0.32,271,0
21.28333333,78.58333333,7.8,1020,0,177,177,96,43,0.06506720039,365,30,70,80,2,0.269,663,0
21.4,79.3,7.9,1196,0,183,213,115,49,0.06506720039,400,26,81,89,12,1.46,777,0
21.46666667,78.53333333,8,1203,0,256,177,106,48,0.06506720039,410,16,90,91,1,0.288,782,0
20.99166667,79.03333333,7.9,1608,0,195,209,302,47,0.06506720039,510,34,103,138,1,0.322,1045,0
21.58333333,79.36666667,7.9,580,0,232,18,48,19,0.06506720039,250,20,49,14,4,0.22,377,0
21.03333333,79.16666667,8,820,0,171,71,120,41,0.06506720039,310,24,61,44,2,0.242,533,0
21.14166667,78.93333333,7.8,1300,0,122,128,326,48,0.06506720039,530,40,105,58,1,0.241,845,0
21.23333333,78.91666667,7.6,2350,0,378,425,250,6,0.06506720039,930,66,186,115,2,0.261,1528,0
21.46666667,79.31666667,8.1,1060,0,366,131,38,3,0.06506720039,360,16,78,76,1,0.43,689,0
21.55,79.16666667,8,880,0,281,82,48,47,0.06506720039,235,52,26,81,18,0.32,572,0
21.56666667,79.01666667,7.9,800,0,159,142,53,25,0.06506720039,190,22,33,92,10,0.314,520,0
21.4,79.47083333,8,580,0,195,53,34,28,0.06506720039,110,16,17,81,2,0.362,377,0
20.95,79.21666667,7.8,980,0,232,113,110,47,0.06506720039,245,26,44,115,3,1.51,637,0
21.28333333,79.34166667,8,1500,0,226,326,67,41,0.06506720039,410,24,85,155,1,0.406,975,0
21.68055556,79.42222222,8,1164,0,348,138,38,49,0.06506720039,340,28,66,97,4,0.412,757,0
21.45972222,78.87638889,7.4,1135,0,268,121,139,45,0.06506720039,350,8,80,101,1,0.326,738,0
21.13333333,78.8,8,1390,0,305,163,192,47,0.06506720039,460,12,105,115,5,0.201,904,0
21.36666667,79.18333333,7.9,665,0,220,39,72,29,0.06506720039,150,16,27,83,4,0.18,432,0
21.45,78.96666667,8,700,0,244,39,58,34,0.06506720039,155,12,30,71,23,0.456,455,0
21.33333333,79.21666667,7.8,683,0,128,67,115,23,0.06506720039,200,12,41,62,5,0.33,444,0
21.36666667,79.4,7.9,558,0,165,39,48,42,0.06506720039,160,16,29,53,2,0.312,363,0
21.24166667,79.54583333,8,383,0,146,32,10,11,0.06506720039,95,20,11,41,3,0.212,249,0
20.88333333,78.975,7.8,1100,0,214,170,106,34,0.06506720039,400,32,78,74,1,0.241,715,0
21.26666667,78.75833333,7.8,998,0,391,53,62,42,0.06506720039,325,40,55,74,1,0.516,649,0
21.13055556,79.06388889,7.9,1210,0,317,177,82,11,0.06506720039,350,12,78,117,1,0.312,787,0
21.34916667,78.48,7.8,2144,0,366,425,134,49,0.06506720039,700,28,153,173,3,0.248,1394,0
21.26583333,78.40833333,7.8,743,0,214,78,38,46,0.06506720039,200,20,36,74,3,0.361,483,0
20.80277778,79.42861111,8,483,0,183,35,24,7,0.06506720039,105,20,13,58,4,1.55,314,0
21.41944444,79.03833333,7.6,2408,0,256,567,144,50,0.06506720039,800,6,191,184,4,0.431,1565,0
20.93333333,78.85,7.9,720,0,214,39,101,16,0.06506720039,230,26,40,58,2,0.404,468,0
20.86666667,79.21944444,7.9,665,0,98,106,91,12,0.06506720039,160,32,19,76,2,0.276,432,0
21.20833333,79.20833333,7.7,1470,0,305,213,134,48,0.06506720039,450,20,97,127,2,0.322,956,0
21.39166667,78.635,7.8,836,0,293,85,19,50,0.06506720039,275,46,39,64,4,0.05,627,0
21.14166667,78.7625,7.9,943,0,366,78,38,16,0.06506720039,400,40,73,27,2,0.221,707,0
21.30277778,78.91388889,7.6,1192,0,397,142,24,47,0.06506720039,455,50,80,60,1,0.132,894,0
21.25277778,79.08,7.7,840,0,244,106,38,40,0.06506720039,380,70,50,18,1,0.08,630,0
21.12638889,79.10555556,7.4,614,0,244,43,24,25,0.06506720039,190,60,10,48,5,0.256,461,0
21.38972222,78.94055556,7.8,1183,0,458,99,38,38,0.06506720039,525,62,90,28,1,0.321,887,0
21.14722222,79.40027778,7.7,506,0,220,28,19,14,0.06506720039,200,50,18,21,3,0.325,380,0
21.17055556,78.61111111,7.6,2560,0,598,425,178,25,0.06506720039,900,76,173,179,1,0.05,1920,0
20.91444444,78.94388889,7.6,1600,0,506,191,110,16,0.06506720039,500,48,92,143,1,0.36,1200,0
21.35333333,78.99055556,7.8,867,0,305,85,38,40,0.06506720039,385,86,41,22,5,0.45,650,0
20.83305556,79.26555556,7.8,1017,0,275,138,38,51,0.06506720039,340,86,30,67,10,0.325,763,0
20.76638889,79.51638889,8.1,740,0,244,71,38,37,0.06506720039,255,10,56,53,2,0.256,555,0
